name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL),_src
왓더파머스 제로 알룰로스 액상,왓더파머스,간식/디저트,20450,danawa,무당류,10,0,74,0,0,0,100,g,알룰로스,알룰로스:71,,38,https://s3.zerofinder.co.kr/public/products/original/0M88QKE0EJ800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88QNJK0Y800.png,https://zerofinder.co.kr/product/0PCNV3FZCS5EQ,zerofinder
잇츠베러 제로슈가 황치즈향 쿠키,잇츠베러,간식/디저트,14000,estimated,무당류,173,0,25,6,7,320,40,g,"D-말티톨,효소처리스테비아","D-말티톨:0,효소처리스테비아:0",,40,https://s3.zerofinder.co.kr/public/products/original/0M88PHW9NP800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88PMZTYY800.png,https://zerofinder.co.kr/product/0PCNV3FZCQ11B,zerofinder
아침에 좋은빵 제로슈가 통밀빵,와이앤제이코퍼레이션,간식/디저트,22500,estimated,저당류,268,1.2,43.28,9.74,6.26,8,100,g,,,,5,https://s3.zerofinder.co.kr/public/products/original/0M88NNYC0J800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88NR72QJ800.png,https://zerofinder.co.kr/product/0PCNV3FZCN131,zerofinder
잇츠베러 제로슈가 스윗오트 쿠키,잇츠베러,간식/디저트,20000,estimated,무당류,173,0,25,6,7,250,40,g,"D-말티톨,효소처리스테비아,수크랄로스","D-말티톨:0,효소처리스테비아:0,수크랄로스:0",,12,https://s3.zerofinder.co.kr/public/products/original/0M88MB9CH2800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88MCXVAP800.png,https://zerofinder.co.kr/product/0PCNV3FZCMNWW,zerofinder
제로 복숭아 아이스티베이스,그린트리,간식/디저트,18390,danawa,무당류,4,0.08,8.39,0.07,0.11,3,100,g,"에리스리톨,알룰로스,수크랄로스,효소처리스테비아,아세설팜칼륨","에리스리톨:0,알룰로스:0,수크랄로스:0,효소처리스테비아:0,아세설팜칼륨:0",,39,https://s3.zerofinder.co.kr/public/products/original/0M88K1TR6Y800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88KHXYCP800.png,https://zerofinder.co.kr/product/0PCNV3FZCHDXH,zerofinder
라이블링 애사비 소다 제로 사과맛,웅진,음료,27300,estimated,무당류,24,2,4,0,0.7,30,500,mL,"아세설팜칼륨,수크랄로스","아세설팜칼륨:0,수크랄로스:0",,54,https://s3.zerofinder.co.kr/public/products/original/0M88JBV3EE800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M88JDGVZP800.png,https://zerofinder.co.kr/product/0PCNV3FZCFRYJ,zerofinder
데일리구미 멀티비타민 제로슈가,서주2공장,간식/디저트,19400,estimated,무당류,427,0,123,12,1.2,15.7,150,g,"D-소비톨액,아라비아검,효소처리스테비아","D-소비톨액:0,아라비아검:0,효소처리스테비아:0",,12,https://s3.zerofinder.co.kr/public/products/original/0M7YPD9JNE800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YPFANTE800.png,https://zerofinder.co.kr/product/0PCNV3FZCD6DG,zerofinder
비타민C1000 스파클링 제로,고려은단,음료,24570,danawa,무당류,10,0,12,0,0,75,250,mL,"에리스리톨,효소처리스테비아,수크랄로스,아세설팜칼륨,아라비아검","에리스리톨:9,효소처리스테비아:0,수크랄로스:0,아세설팜칼륨:0,아라비아검:0",,15,https://s3.zerofinder.co.kr/public/products/original/0M7YNCJMCA800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YNERKFY800.png,https://zerofinder.co.kr/product/0PCNV3FZC6439,zerofinder
제로아워 알파시디 레몬수,퓨럽,음료,21900,estimated,무당류,15,0,12,0,0,5,500,mL,"에리스리톨,수크랄로스,스테비올 배당체","에리스리톨:6.95,수크랄로스:0,스테비올 배당체:0",,51,https://s3.zerofinder.co.kr/public/products/original/0M7YKTJBJA800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YKXC4D2800.png,https://zerofinder.co.kr/product/0PCNV3FZBS7F4,zerofinder
세네 에너지 제로슈거 자몽,상일,음료,10000,danawa,무당류,0,0,2.55,1,0,25,250,mL,"에리스리톨,아세설팜칼륨,수크랄로스","에리스리톨:2.5,아세설팜칼륨:0,수크랄로스:0",,21,https://s3.zerofinder.co.kr/public/products/original/0M7YJSD13J800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YJVMR12800.png,https://zerofinder.co.kr/product/0PCNV3FZBPP26,zerofinder
이강베 제로복숭아아이스티,자연농장,음료,31300,estimated,무당류,1,0,0,0,0,1,20,g,알룰로스,알룰로스:2.8,,53,https://s3.zerofinder.co.kr/public/products/original/0M7YHHMGW6800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YHVJ0RE800.png,https://zerofinder.co.kr/product/0PCNV3FZBMDCR,zerofinder
이디야 제로슈가쿠키 스윗오트,더플랜잇,간식/디저트,13000,estimated,무당류,175,0,25,6,7,250,40,g,"D-말티톨,효소처리스테비아,수크랄로스","D-말티톨:0,효소처리스테비아:0,수크랄로스:0",,11,https://s3.zerofinder.co.kr/public/products/original/0M7YG9YXDE800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YGS8EQP800.png,https://zerofinder.co.kr/product/0PCNV3FZBAP3B,zerofinder
포켓몬 애사비 젤리 믹스 제로,에스디푸드,간식/디저트,22600,estimated,무당류,200,0,74,6,0,80,100,g,말티톨,말티톨:0,,24,https://s3.zerofinder.co.kr/public/products/original/0M7YB4EYBY800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7YB5SAFJ800.png,https://zerofinder.co.kr/product/0PCNV3FZB78XB,zerofinder
파리의 이온비타제로 레몬,퓨어플러스,음료,28900,estimated,무당류,1,0,2.4,0,0,34,100,mL,"에리스리톨,수크랄로스","에리스리톨:2.2,수크랄로스:0",,37,https://s3.zerofinder.co.kr/public/products/original/0M7Y99Q0SP800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7Y9C19K6800.png,https://zerofinder.co.kr/product/0PCNV3FZB10RY,zerofinder
제로닭 닭가슴살볼 양념치킨,삼립,육가공품,20500,real,저당류,226,1,11,14,14,970,120,g,"효소처리스테비아,알룰로스","효소처리스테비아:0,알룰로스:0",,43,https://s3.zerofinder.co.kr/public/products/original/0M7Y8G50YT800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7Y8JKBFT800.png,https://zerofinder.co.kr/product/0PCNV3FZAZMER,zerofinder
더 라이트 제로 자몽베이스,서울팩토리,음료,17200,estimated,저당류,25,2,47,0,0,15,100,g,"알룰로스,아라비아검,D-소비톨액,수크랄로스","알룰로스:42,아라비아검:0,D-소비톨액:0,수크랄로스:0",,28,https://s3.zerofinder.co.kr/public/products/original/0M7Y5A5ZV2800.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7Y5G6SMY800.png,https://zerofinder.co.kr/product/0PCNV3FZAD7KA,zerofinder
제로슈가쿠키 더블초코,잇츠베러,간식/디저트,13000,real,무당류,173,0,25,6,8,240,40,g,"D-말티톨,효소처리스테비아,수크랄로스,말티톨","D-말티톨:0,효소처리스테비아:0,수크랄로스:0,말티톨:0",,53,https://s3.zerofinder.co.kr/public/products/original/0M79857YVJ400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7981BCRY400.png,https://zerofinder.co.kr/product/0PCNV3FZA8V10,zerofinder
티즐 유자 그린티,웅진,음료,15690,real,무당류,5,9,8.8,9,9,25,5000,mL,"에리스리톨,아세설팜칼륨,수크랄로스,스테비올 배당체","에리스리톨:7.5,아세설팜칼륨:0,수크랄로스:0,스테비올 배당체:0",,15,https://s3.zerofinder.co.kr/public/products/original/0M7968SXD2400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M7959QPRA400.png,https://zerofinder.co.kr/product/0PCNV3FZA5KBM,zerofinder
밀크소다 제로 메론,부르르,음료,10600,real,무당류,8,1,3,1,0,10,250,mL,"수크랄로스,알룰로스,아세설팜칼륨","수크랄로스:0,알룰로스:2,아세설팜칼륨:0",,39,https://s3.zerofinder.co.kr/public/products/original/0M78NKMN6P400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M791QEEY6400.png,https://zerofinder.co.kr/product/0PCNV3FZ9TNGH,zerofinder
저당 넛티초코바 초콜릿,라라스윗,간식/디저트,7900,real,저당류,120,2,14,2,9,35,75,mL,"에리스리톨,알룰로스","에리스리톨:3,알룰로스:2",,54,https://s3.zerofinder.co.kr/public/products/original/0M74YKK7QJ400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74YMJRAP400.png,https://zerofinder.co.kr/product/0M74YW902P400,zerofinder
리얼 피스타치오 젤라또바 아이스크림,라라스윗,간식/디저트,7990,real,저당류,105,2,16,2,6,60,70,mL,"알룰로스,아세설팜칼륨,수크랄로스,소르비톨","알룰로스:2,아세설팜칼륨:0,수크랄로스:0,소르비톨:0",,38,https://s3.zerofinder.co.kr/public/products/original/0M74Y39DVJ400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74Y4KQAP400.png,https://zerofinder.co.kr/product/0M74YBV0P2400,zerofinder
저당 헤이즐넛 초코웨하스,라라스윗,간식/디저트,10010,real,저당류,375,2.8,51,6,20,120,80,g,"이소말트,수크랄로스,효소처리스테비아","이소말트:0,수크랄로스:0,효소처리스테비아:0",,5,https://s3.zerofinder.co.kr/public/products/original/0M74XHM0DE400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74XFCTPP400.png,https://zerofinder.co.kr/product/0M74XTXD7J400,zerofinder
저당 바닐라 초코바,라라스윗,간식/디저트,47830,danawa,저당류,170,2,20,3,14,40,90,mL,"에리스리톨,알룰로스,아세설팜칼륨,수크랄로스","에리스리톨:6,알룰로스:2,아세설팜칼륨:0,수크랄로스:0",,36,https://s3.zerofinder.co.kr/public/products/original/0M74W5Y2RP400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74W6PK7A400.png,https://zerofinder.co.kr/product/0M74WG8MT2400,zerofinder
치즈케이크 아이스밀크,라라스윗,간식/디저트,10700,estimated,,75,6,12,2,4.2,95,100,mL,"에리스리톨,알룰로스","에리스리톨:0,알룰로스:3",,28,https://s3.zerofinder.co.kr/public/products/original/0M74VQKNY6400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74VRAZC6400.png,https://zerofinder.co.kr/product/0M74VZRWB2400,zerofinder
생요거트 아사이볼,라라스윗,간식/디저트,5860,real,,90,8,37,1,1,10,150,mL,"알룰로스,에리스리톨,수크랄로스","알룰로스:4,에리스리톨:9,수크랄로스:0",,58,https://s3.zerofinder.co.kr/public/products/original/0M74V46MPA400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74V76E2E400.png,https://zerofinder.co.kr/product/0M74VGD852400,zerofinder
저당 넛티초코바 바닐라,라라스윗,간식/디저트,7110,real,저당류,145,3,17,2,11,35,75,mL,"에리스리톨,알룰로스,아세설팜칼륨,수크랄로스","에리스리톨:3,알룰로스:2,아세설팜칼륨:0,수크랄로스:0",,56,https://s3.zerofinder.co.kr/public/products/original/0M74TNE2CJ400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74TR8J5P400.png,https://zerofinder.co.kr/product/0M74TYWMBT400,zerofinder
저당 생요거트 플레인 아이스밀크,라라스윗,간식/디저트,6710,real,저당류,90,3,15,2,4.9,20,100,mL,"에리스리톨,아세설팜칼륨,수크랄로스,말토덱스트린","에리스리톨:3,아세설팜칼륨:0,수크랄로스:0,말토덱스트린:0",,24,https://s3.zerofinder.co.kr/public/products/original/0M74T0PMWA400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74T30KJE400.png,https://zerofinder.co.kr/product/0M74TBYTR2400,zerofinder
저당 블루베리 생요거트바,라라스윗,간식/디저트,7900,real,,75,4,17,1,2.8,25,70,mL,"에리스리톨,아세설팜칼륨,수크랄로스","에리스리톨:3,아세설팜칼륨:0,수크랄로스:0",,20,https://s3.zerofinder.co.kr/public/products/original/0M74SFTY46400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74SK82FA400.png,https://zerofinder.co.kr/product/0M74SVA7WT400,zerofinder
생우유 모나카 아이스크림,라라스윗,간식/디저트,6580,real,저당류,120,4,22,4,6,50,140,mL,"알룰로스,에리스리톨,효소처리스테비아","알룰로스:3,에리스리톨:3,효소처리스테비아:0",,8,https://s3.zerofinder.co.kr/public/products/original/0M74S2CCSA400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74S33236400.png,https://zerofinder.co.kr/product/0M74SBBZGJ400,zerofinder
초콜릿 모나카 아이스밀크,라라스윗,간식/디저트,7520,real,저당류,100,3,19,3,5,85,140,mL,"에리스리톨,알룰로스,효소처리스테비아","에리스리톨:3,알룰로스:3,효소처리스테비아:0",,20,https://s3.zerofinder.co.kr/public/products/original/0M74R0D1HT400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74R24PE6400.png,https://zerofinder.co.kr/product/0M74R92VN2400,zerofinder
말차 아이스밀크,라라스윗,간식/디저트,9440,real,,70,6,15,3,2.6,50,100,mL,"알룰로스,에리스리톨,효소처리스테비아","알룰로스:3,에리스리톨:1,효소처리스테비아:0",,41,https://s3.zerofinder.co.kr/public/products/original/0M74QD4PTP400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74QEH05A400.png,https://zerofinder.co.kr/product/0M74QR4DJY400,zerofinder
바닐라빈 아이스밀크,라라스윗,간식/디저트,6320,real,저당류,75,5,13,2,3.8,40,100,mL,"알룰로스,수크랄로스,아세설팜칼륨","알룰로스:2,수크랄로스:0,아세설팜칼륨:0",,10,https://s3.zerofinder.co.kr/public/products/original/0M74PN7NX6400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74PNZV32400.png,https://zerofinder.co.kr/product/0M74Q5GXEY400,zerofinder
생우유 아이스밀크,라라스윗,간식/디저트,6320,real,,70,6,13,3,3,80,100,mL,"에리스리톨,알룰로스,효소처리스테비아","에리스리톨:1,알룰로스:2,효소처리스테비아:0",,10,https://s3.zerofinder.co.kr/public/products/original/0M74P2YZZY400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74P5RVQE400.png,https://zerofinder.co.kr/product/0M74PC93CP400,zerofinder
저당 쫀득옥수수 듬뿍바,라라스윗,간식/디저트,9400,real,저당류,85,3,19,1,4.3,45,70,mL,"에리스리톨,알룰로스,수크랄로스","에리스리톨:1,알룰로스:3,수크랄로스:0",,51,https://s3.zerofinder.co.kr/public/products/original/0M74N10NGY400.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M74N28EJ2400.png,https://zerofinder.co.kr/product/0M74NP3D36400,zerofinder
초콜릿 아이스밀크,라라스윗,간식/디저트,17300,estimated,저당류,70,4,14.5,2,3.1,60,100,mL,"효소처리스테비아,알룰로스","효소처리스테비아:0,알룰로스:4",,9,https://s3.zerofinder.co.kr/public/products/original/0M6FYDVHKNM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FYEREJXM00.png,https://zerofinder.co.kr/product/0M6FYSQPKXM00,zerofinder
저당 멜론바,라라스윗,간식/디저트,24100,estimated,저당류,100,3,16,1,6,55,70,mL,"알룰로스,아세설팜칼륨,수크랄로스","알룰로스:2,아세설팜칼륨:0,수크랄로스:0",,39,https://s3.zerofinder.co.kr/public/products/original/0M6FXJ98XDM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FXK4YHHM00.png,https://zerofinder.co.kr/product/0M6FXZEF61M00,zerofinder
저당 쿠키앤크림 초코바,라라스윗,간식/디저트,21200,estimated,저당류,145,1,21,2,12,65,90,mL,"에리스리톨,알룰로스,말티톨","에리스리톨:7,알룰로스:4,말티톨:0",,13,https://s3.zerofinder.co.kr/public/products/original/0M6FWRNWW9M00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FWSWZRNM00.png,https://zerofinder.co.kr/product/0M6FX5CF7DM00,zerofinder
저당 복숭아 생요거트바,라라스윗,간식/디저트,13900,danawa,저당류,80,3,17,1,3.4,20,70,mL,"에리스리톨,알룰로스,아세설팜칼륨,수크랄로스","에리스리톨:2,알룰로스:1,아세설팜칼륨:0,수크랄로스:0",,40,https://s3.zerofinder.co.kr/public/products/original/0M6FW21KJHM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FW2WAQXM00.png,https://zerofinder.co.kr/product/0M6FWC2QEXM00,zerofinder
저당 딸기 생요거트바,라라스윗,간식/디저트,31490,danawa,저당류,80,3,17,1,3.5,30,70,mL,"에리스리톨,알룰로스,아세설팜칼륨,수크랄로스","에리스리톨:3,알룰로스:0,아세설팜칼륨:0,수크랄로스:0",,38,https://s3.zerofinder.co.kr/public/products/original/0M6FVBD2G9M00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FVCA2S5M00.png,https://zerofinder.co.kr/product/0M6FVK22PSM00,zerofinder
저당 초콜릿 초코바,라라스윗,간식/디저트,38410,danawa,저당류,150,2,18.5,3.5,13,55,90,mL,"알룰로스,에리스리톨","알룰로스:4,에리스리톨:6",,32,https://s3.zerofinder.co.kr/public/products/original/0M6FTKCDJHM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6FTM6BTHM00.png,https://zerofinder.co.kr/product/0M6FTVSNCSM00,zerofinder
제로슈거 파비플로라 알파CD 보라워터,삼양,음료,31200,estimated,무당류,12,0,8,0,0,40,500,mL,스테비올 배당체,스테비올 배당체:0,,39,https://s3.zerofinder.co.kr/public/products/original/0M6BDJZMQXM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6BDQFRD9M00.png,https://zerofinder.co.kr/product/0PCNV3FZCJ567,zerofinder
서주 탱글탱글 제로 사과맛,서주제과,간식/디저트,23050,danawa,무당류,87,0,32,0,0,29,40,g,"D-말티톨,D-소비톨액,효소처리스테비아,아세설팜칼륨","D-말티톨:0,D-소비톨액:0,효소처리스테비아:0,아세설팜칼륨:0",,49,https://s3.zerofinder.co.kr/public/products/original/0M6BCPS9QDM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6BCR0GWHM00.png,https://zerofinder.co.kr/product/0PCNV3FZBCHN3,zerofinder
야쿠르트1971 코코바이트 제로,삼양패키징 광혜원 공장,음료,17300,estimated,무당류,0,0,7,0,0,25,280,mL,"에리스리톨,아세설팜칼륨,수크랄로스,스테비올 배당체,D-소비톨액,아라비아검","에리스리톨:0,아세설팜칼륨:0,수크랄로스:0,스테비올 배당체:0,D-소비톨액:0,아라비아검:0",,24,https://s3.zerofinder.co.kr/public/products/original/0M6BBG5T6DM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6BBJF0SNM00.png,https://zerofinder.co.kr/product/0PCNV3FZBRDA2,zerofinder
보성홍차 아이스티 제로 샤인머스캣,동원,음료,20900,estimated,무당류,0,0,1,0,0,150,500,mL,"수크랄로스,아세설팜칼륨,스테비올 배당체","수크랄로스:0,아세설팜칼륨:0,스테비올 배당체:0",,47,https://s3.zerofinder.co.kr/public/products/original/0M6BAVAT5SM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6BAXQ5A5M00.png,https://zerofinder.co.kr/product/0PCNV3FZC4GGK,zerofinder
제로 아이스 트리플 초콜릿바,롯데,간식/디저트,61720,danawa,무당류,150,0,16,2,11,45,80,mL,"D-말티톨,수크랄로스","D-말티톨:0,수크랄로스:0",,33,https://s3.zerofinder.co.kr/public/products/original/0M6B9TSS9SM00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0M6B9SKVPHM00.png,https://zerofinder.co.kr/product/0PCNV3FZBBG5N,zerofinder
